,Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
1457647,,,,,,,,1,24/08/2022,Vente,"560000,00",30.0,,RUE,4616,JEAN DE LA FONTAINE,33200.0,BORDEAUX,33,63,,MP,24,,,,,,,,,,,,0,1.0,Maison,,88.0,3.0,S,,197.0
1457651,,,,,,,,1,28/07/2022,Vente,"3260484,20",2.0,,RUE,8150,DE SAGET,33800.0,BORDEAUX,33,63,,DL,38,,,,,,,,,,,,0,2.0,Appartement,,48.0,2.0,S,,445.0
1457653,,,,,,,,1,28/07/2022,Vente,"3260484,20",2.0,,RUE,8150,DE SAGET,33800.0,BORDEAUX,33,63,,DL,38,,,,,,,,,,,,0,2.0,Appartement,,61.0,2.0,S,,445.0
1457654,,,,,,,,1,28/07/2022,Vente,"3260484,20",2.0,,RUE,8150,DE SAGET,33800.0,BORDEAUX,33,63,,DL,38,,,,,,,,,,,,0,2.0,Appartement,,42.0,1.0,S,,445.0
1457655,,,,,,,,1,28/07/2022,Vente,"3260484,20",2.0,,RUE,8150,DE SAGET,33800.0,BORDEAUX,33,63,,DL,38,,,,,,,,,,,,0,2.0,Appartement,,42.0,1.0,S,,445.0
1457656,,,,,,,,1,28/07/2022,Vente,"3260484,20",2.0,,RUE,8150,DE SAGET,33800.0,BORDEAUX,33,63,,DL,38,,,,,,,,,,,,0,2.0,Appartement,,45.0,2.0,S,,445.0
1457657,,,,,,,,1,28/07/2022,Vente,"3260484,20",2.0,,RUE,8150,DE SAGET,33800.0,BORDEAUX,33,63,,DL,38,,,,,,,,,,,,0,2.0,Appartement,,63.0,3.0,S,,445.0
1457658,,,,,,,,1,28/07/2022,Vente,"3260484,20",2.0,,RUE,8150,DE SAGET,33800.0,BORDEAUX,33,63,,DL,38,,,,,,,,,,,,0,2.0,Appartement,,26.0,2.0,S,,445.0
1457660,,,,,,,,1,28/07/2022,Vente,"3260484,20",2.0,,RUE,8150,DE SAGET,33800.0,BORDEAUX,33,63,,DL,38,,,,,,,,,,,,0,2.0,Appartement,,59.0,2.0,S,,445.0
1457673,,,,,,,,1,28/07/2022,Vente,"243800,00",130.0,,RUE,2695,DU DOCTEUR ALBERT BARRAUD,33000.0,BORDEAUX,33,63,,KT,4,,6,,,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
1457674,,,,,,,,1,16/08/2022,Vente,"425000,00",7.0,,RUE,7780,RAVEZ,33000.0,BORDEAUX,33,63,,HD,50,,3,,,,,,,,,,1,2.0,Appartement,,114.0,4.0,,,
1457678,,,,,,,,1,09/08/2022,Vente,"211000,00",62.0,,RUE,2635,DEVEAUX,33200.0,BORDEAUX,33,63,,VK,4,,56,,,,,,,,,,1,2.0,Appartement,,63.0,3.0,,,
1457680,,,,,,,,1,28/07/2022,Vente,"285000,00",1.0,,RUE,0660,BASQUE CAUD,33200.0,BORDEAUX,33,63,,VD,142,,77,,,,,,,,,,1,2.0,Appartement,,67.0,3.0,,,
1457685,,,,,,,,1,04/08/2022,Vente,"834000,00",45.0,,RUE,7020,PAUL COURTEAULT,33000.0,BORDEAUX,33,63,,IT,52,,,,,,,,,,,,0,1.0,Maison,,52.0,2.0,S,,416.0
1457686,,,,,,,,1,04/08/2022,Vente,"834000,00",45.0,,RUE,7020,PAUL COURTEAULT,33000.0,BORDEAUX,33,63,,IT,52,,,,,,,,,,,,0,1.0,Maison,,135.0,6.0,S,,416.0
1457690,,,,,,,,1,19/08/2022,Vente,"219750,00",26.0,,RUE,2265,CITE CONRAD,33300.0,BORDEAUX,33,63,,RB,128,,18,,,,,,,,,,1,2.0,Appartement,,45.0,2.0,,,
1457699,,,,,,,,1,10/08/2022,Vente,"250000,00",127.0,,AV,1915,CHARLES DE GAULLE,33200.0,BORDEAUX,33,63,,OI,56,,37,,,,,,,,,,1,2.0,Appartement,,51.0,2.0,,,
1457720,,,,,,,,1,29/07/2022,Vente,"253810,00",74.0,,AV,1915,CHARLES DE GAULLE,33200.0,BORDEAUX,33,63,,MZ,28,,153,"42,64",2,,62,,,,,,3,2.0,Appartement,,43.0,1.0,,,
1457733,,,,,,,,1,03/08/2022,Vente,"985000,00",6.0,,CRS,4110,DE GOURGUE,33000.0,BORDEAUX,33,63,,PE,216,,69,"149,00",,,,,,,,,1,2.0,Appartement,,144.0,4.0,,,
1457775,,,,,,,,1,03/08/2022,Vente,"131000,00",11.0,,RUE,8555,SAUMENUDE,33800.0,BORDEAUX,33,63,,DN,517,,8,"20,05",,,,,,,,,1,2.0,Appartement,,20.0,1.0,,,
1457788,,,,,,,,1,25/08/2022,Vente,"686000,00",46.0,,RUE,7790,RAYMOND BORDIER,33200.0,BORDEAUX,33,63,,OL,271,,,,,,,,,,,,0,1.0,Maison,,90.0,4.0,S,,38.0
1457809,,,,,,,,1,28/07/2022,Vente,"234900,00",79.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RO,51,,683,"34,00",,,,,,,,,1,2.0,Appartement,,35.0,1.0,,,
1457811,,,,,,,,1,28/07/2022,Vente,"546000,00",5.0,,RUE,5865,MALESCAUT,33800.0,BORDEAUX,33,63,,DC,203,,,,,,,,,,,,0,1.0,Maison,,108.0,5.0,S,,95.0
1457813,,,,,,,,1,22/08/2022,Vente,"210000,00",162.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,OC,53,,152,"69,91",,,,,,,,,1,2.0,Appartement,,69.0,3.0,,,
1457856,,,,,,,,1,23/08/2022,Vente,"185000,00",131.0,,CRS,3090,EDOUARD VAILLANT,33300.0,BORDEAUX,33,63,,RV,60,,28,"55,25",89,,,,,,,,2,2.0,Appartement,,66.0,3.0,,,
1457859,,,,,,,,1,26/07/2022,Vente,"1186600,00",27.0,,RUE,0170,ALFRED POIRIER,33200.0,BORDEAUX,33,63,,NT,23,,,,,,,,,,,,0,1.0,Maison,,176.0,6.0,S,,397.0
1457862,,,,,,,,1,01/08/2022,Vente,"330000,00",3.0,,CRS,5515,DE LA LIBERATION,33000.0,BORDEAUX,33,63,,HK,223,,6,"70,67",,,,,,,,,1,2.0,Appartement,,71.0,3.0,,,
1457888,,,,,,,,1,24/08/2022,Vente,"360240,00",11.0,,RUE,4785,JOSEPHINE,33300.0,BORDEAUX,33,63,,RP,186,,12,,,,,,,,,,1,2.0,Appartement,,60.0,3.0,,,
1457897,,,,,,,,1,23/08/2022,Vente,"620000,00",277.0,,RUE,9115,DE TURENNE,33000.0,BORDEAUX,33,63,,LM,11,,301,,,,,,,,,,1,2.0,Appartement,,140.0,6.0,,,
1457909,,,,,,,,1,25/08/2022,Vente,"124000,00",134.0,,CRS,9500,DE L YSER,33800.0,BORDEAUX,33,63,,CT,254,,109,"23,35",,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,
1457911,,,,,,,,1,02/08/2022,Vente,"741800,00",13.0,,RUE,6690,NEUVE,33000.0,BORDEAUX,33,63,,HE,237,,,,,,,,,,,,0,1.0,Maison,,140.0,4.0,S,,61.0
1457916,,,,,,,,1,10/08/2022,Vente,"108180,00",29.0,,RUE,9105,DES TROIS CONILS,33000.0,BORDEAUX,33,63,,KJ,257,,7,,,,,,,,,,1,2.0,Appartement,,12.0,1.0,,,
1457930,,,,,,,,1,02/08/2022,Vente,"218000,00",47.0,,RUE,1985,CHARPENTIER,33200.0,BORDEAUX,33,63,,MR,35,,149,,,,,,,,,,1,2.0,Appartement,,43.0,2.0,,,
1457932,,,,,,,,1,19/08/2022,Vente,"635000,00",29.0,,RUE,2115,CLEMENT,33000.0,BORDEAUX,33,63,,DW,133,,,,,,,,,,,,0,2.0,Appartement,,74.0,3.0,S,,116.0
1457933,,,,,,,,1,19/08/2022,Vente,"635000,00",29.0,,RUE,2115,CLEMENT,33000.0,BORDEAUX,33,63,,DW,133,,,,,,,,,,,,0,2.0,Appartement,,72.0,3.0,S,,116.0
1457940,,,,,,,,1,24/08/2022,Vente,"99500,00",24.0,,AV,0355,D ARES,33000.0,BORDEAUX,33,63,,IV,75,,8,,,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,
1457947,,,,,,,,1,23/08/2022,Vente,"152774,00",25.0,,RUE,0480,DES AUGUSTINS,33000.0,BORDEAUX,33,63,,DS,73,,25,,,,,,,,,,1,2.0,Appartement,,21.0,1.0,,,
1457949,,,,,,,,1,23/08/2022,Vente,"287000,00",115.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PD,93,,3,,6,,,,,,,,2,2.0,Appartement,,69.0,3.0,,,
1457956,,,,,,,,1,29/07/2022,Vente,"158000,00",245.0,,CRS,5990,DU MARECHAL GALLIENI,33000.0,BORDEAUX,33,63,,ID,317,,3,,,,,,,,,,1,2.0,Appartement,,33.0,1.0,,,
1457958,,,,,,,,1,17/08/2022,Vente,"183650,00",94.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,DB,1,,1,,,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,
1457972,,,,,,,,1,09/08/2022,Vente,"1000000,00",119.0,,RUE,7955,DE RIVIERE,33000.0,BORDEAUX,33,63,,OS,124,,,,,,,,,,,,0,1.0,Maison,,56.0,3.0,S,,142.0
1457979,,,,,,,,1,24/08/2022,Vente,"1,00",64.0,,CRS,6065,DE LA MARNE,33800.0,BORDEAUX,33,63,,DC,96,,12,,,,,,,,,,1,2.0,Appartement,,43.0,2.0,,,
1457998,,,,,,,,1,03/08/2022,Vente,"400000,00",32.0,,RUE,7761,RACINE CAUD,33200.0,BORDEAUX,33,63,,MP,102,,,,,,,,,,,,0,1.0,Maison,,100.0,4.0,S,,270.0
1457999,,,,,,,,1,02/08/2022,Vente,"300000,00",115.0,,RUE,2525,DELBOS,33300.0,BORDEAUX,33,63,,SD,91,,8,,,,,,,,,,1,2.0,Appartement,,70.0,3.0,,,
1458003,,,,,,,,1,01/08/2022,Vente,"476700,00",65.0,,RUE,7655,PROFESSEUR VILLEMIN,33300.0,BORDEAUX,33,63,,SE,48,,,,,,,,,,,,0,1.0,Maison,,100.0,6.0,S,,164.0
1458018,,,,,,,,2,28/07/2022,Vente,"460000,00",104.0,,RUE,7350,DES PINS FRANCS,33200.0,BORDEAUX,33,63,,YH,307,,,,,,,,,,,,0,1.0,Maison,,40.0,3.0,S,,293.0
1458025,,,,,,,,1,04/07/2022,Vente,"1200000,00",10.0,,RUE,1675,DE CAUDERAN,33000.0,BORDEAUX,33,63,,LV,292,,17,,,,,,,,,,1,1.0,Maison,,165.0,5.0,,,
1458027,,,,,,,,1,08/08/2022,Vente,"486500,00",50.0,,RUE,5835,DE MAHELA,33000.0,BORDEAUX,33,63,,ID,283,,,,,,,,,,,,0,1.0,Maison,,97.0,4.0,S,,314.0
1458030,,,,,,,,1,29/07/2022,Vente,"692400,00",39.0,,RUE,5160,DE LANDIRAS,33000.0,BORDEAUX,33,63,,EY,132,,,,,,,,,,,,0,1.0,Maison,,93.0,3.0,S,,185.0
1458033,,,,,,,,1,29/07/2022,Vente,"199000,00",6.0,,IMP,8170,SAILLAN,33800.0,BORDEAUX,33,63,,DC,309,,198,,,,,,,,,,1,2.0,Appartement,,45.0,2.0,,,
1458038,,,,,,,,1,12/08/2022,Vente,"742000,00",9.0,,RUE,8210,DE SAINT EMILION,33100.0,BORDEAUX,33,63,,AT,151,,,,,,,,,,,,0,1.0,Maison,,85.0,5.0,S,,432.0
1458044,,,,,,,,1,03/08/2022,Vente,"265350,00",80.0,,CRS,5760,DE LUZE,33300.0,BORDEAUX,33,63,,PV,13,,17,,39,,,,,,,,2,2.0,Appartement,,85.0,4.0,,,
1458048,,,,,,,,1,03/08/2022,Vente,"639500,00",41.0,,RUE,5875,MALLERET,33000.0,BORDEAUX,33,63,,LE,212,,16,,,,,,,,,,1,2.0,Appartement,,123.0,5.0,,,
1458052,,,,,,,,1,04/08/2022,Vente,"387000,00",1.0,,RUE,0640,BARRAU,33000.0,BORDEAUX,33,63,,EB,184,,236,,24,,,,,,,,2,2.0,Appartement,,68.0,3.0,,,
1458053,,,,,,,,1,18/08/2022,Vente,"356500,00",91.0,,CRS,9315,VICTOR HUGO,33000.0,BORDEAUX,33,63,,HD,186,,4,,,,,,,,,,1,2.0,Appartement,,67.0,3.0,,,
1458066,,,,,,,,1,09/08/2022,Vente,"508786,00",52.0,,RUE,4475,HUGUERIE,33000.0,BORDEAUX,33,63,,KW,60,,128,,62,,,,,,,,2,2.0,Appartement,,67.0,3.0,,,
1458076,,,,,,,,1,05/08/2022,Vente,"839800,00",133.0,,RUE,3260,ETCHENIQUE,33200.0,BORDEAUX,33,63,,MO,27,,,,,,,,,,,,0,1.0,Maison,,182.0,8.0,S,,523.0
1458096,,,,,,,,1,25/08/2022,Vente,"354560,00",8.0,B,RUE,3645,FRANCIN,33800.0,BORDEAUX,33,63,,CY,142,,8,,,,,,,,,,1,2.0,Appartement,,47.0,3.0,,,
1458112,,,,,,,,1,04/08/2022,Vente,"442430,00",12.0,,RUE,7600,DU PROFESSEUR DAGUIN,33800.0,BORDEAUX,33,63,,CA,39,,,,,,,,,,,,0,1.0,Maison,,60.0,3.0,S,,139.0
1458115,,,,,,,,1,04/08/2022,Vente,"896590,00",22.0,,RUE,3235,ERNEST RENAN,33000.0,BORDEAUX,33,63,,LP,30,,,,,,,,,,,,0,1.0,Maison,,133.0,4.0,S,,206.0
1458121,,,,,,,,1,10/08/2022,Vente,"320000,00",30.0,,RUE,3600,FORESTIER,33800.0,BORDEAUX,33,63,,EK,55,,,,,,,,,,,,0,1.0,Maison,,71.0,3.0,S,,116.0
1458147,,,,,,,,1,24/08/2022,Vente,"138000,00",10.0,,RUE,1250,DE BREZETS,33800.0,BORDEAUX,33,63,,CS,33,,209,,,,,,,,,,1,2.0,Appartement,,29.0,1.0,,,
1458152,,,,,,,,1,23/08/2022,Vente,"270465,00",56.0,,RUE,9230,DU VELODROME,33200.0,BORDEAUX,33,63,,OB,81,,61,,,,,,,,,,1,2.0,Appartement,,80.0,5.0,,,
1458162,,,,,,,,1,05/08/2022,Vente,"457000,00",11.0,,RUE,5310,LEBRUN,33000.0,BORDEAUX,33,63,,KV,154,,,,,,,,,,,,0,1.0,Maison,,87.0,5.0,S,,51.0
1458169,,,,,,,,1,03/08/2022,Vente,"198000,00",44.0,,RUE,3120,ELIE GINTRAC,33000.0,BORDEAUX,33,63,,DR,342,,11,,,,,,,,,,1,2.0,Appartement,,81.0,4.0,,,
1458174,,,,,,,,1,23/08/2022,Vente,"203000,00",76.0,,RUE,6140,MATHIEU,33000.0,BORDEAUX,33,63,,HS,106,,14,,,,,,,,,,1,2.0,Appartement,,53.0,3.0,,,
1458177,,,,,,,,1,22/08/2022,Vente,"86000,00",39.0,,RUE,1765,CEREY,33200.0,BORDEAUX,33,63,,VB,90,,3,,33,,,,,,,,2,2.0,Appartement,,18.0,1.0,,,
1458178,,,,,,,,1,08/08/2022,Vente,"380000,00",10.0,,TSSE,3757,FRONT DU MEDOC,33000.0,BORDEAUX,33,63,,KA,6,,153,,56,,,,,,,,2,2.0,Appartement,,86.0,4.0,,,
1458179,,,,,,,,1,24/08/2022,Vente,"180550,00",64.0,,CRS,6065,DE LA MARNE,33800.0,BORDEAUX,33,63,,DC,96,,8,,,,,,,,,,1,2.0,Appartement,,43.0,2.0,,,
1458182,,,,,,,,1,19/07/2022,Vente,"344280,00",9.0,,RUE,9295,VICTOIRE AMERICAINE,33000.0,BORDEAUX,33,63,,PE,189,,4,,7,,,,,,,,2,2.0,Appartement,,82.0,2.0,,,
1458192,,,,,,,,1,04/08/2022,Vente,"620940,00",11.0,,RUE,1670,CATULLE MENDES,33800.0,BORDEAUX,33,63,,CE,113,,,,,,,,,,,,0,1.0,Maison,,110.0,4.0,S,,98.0
1458212,,,,,,,,1,04/08/2022,Vente,"292500,00",115.0,,RUE,2525,DELBOS,33300.0,BORDEAUX,33,63,,SD,91,,33,,,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,
1458220,,,,,,,,1,03/08/2022,Vente,"188500,00",124.0,,RUE,7735,QUINTIN,33000.0,BORDEAUX,33,63,,IB,1,,10,,,,,,,,,,1,2.0,Appartement,,45.0,2.0,,,
1458221,,,,,,,,1,29/08/2022,Vente,"937500,00",250.0,,CRS,9500,DE L YSER,33800.0,BORDEAUX,33,63,,CM,222,,,,,,,,,,,,0,1.0,Maison,,200.0,5.0,S,,141.0
1458227,,,,,,,,1,05/08/2022,Vente,"238000,00",5.0,,RUE,7069,PAULE MARROT,33300.0,BORDEAUX,33,63,,TH,74,,402,,,,,,,,,,1,2.0,Appartement,,64.0,3.0,,,
1458238,,,,,,,,1,11/08/2022,Vente,"660000,00",70.0,,RUE,4190,GRAVELOTTE,33800.0,BORDEAUX,33,63,,CI,329,,,,,,,,,,,,0,1.0,Maison,,115.0,5.0,S,,102.0
1458239,,,,,,,,1,05/08/2022,Vente,"122166,00",90.0,,CRS,7711,DE QUEBEC,33300.0,BORDEAUX,33,63,,TH,119,,112,,,,,,,,,,1,2.0,Appartement,,52.0,2.0,,,
1458247,,,,,,,,1,16/08/2022,Vente,"238000,00",43.0,,RUE,5985,MARECHAL GALLIENI,33200.0,BORDEAUX,33,63,,VN,105,,35,,40,,,,,,,,2,2.0,Appartement,,90.0,4.0,,,
1458252,,,,,,,,1,12/08/2022,Vente,"544980,00",134.0,,BD,0085,ALBERT BRANDENBURG,33300.0,BORDEAUX,33,63,,ST,10,,,,,,,,,,,,0,1.0,Maison,,119.0,4.0,S,,422.0
1458260,,,,,,,,1,21/07/2022,Vente,"277000,00",10.0,,IMP,1290,BRULATOUR,33800.0,BORDEAUX,33,63,,BY,423,,117,"69,51",,,,,,,,,1,2.0,Appartement,,69.0,3.0,,,
1458280,,,,,,,,1,03/08/2022,Vente,"123500,00",7.0,,RUE,2080,CLARE,33800.0,BORDEAUX,33,63,,DR,393,,8,,,,,,,,,,1,2.0,Appartement,,17.0,1.0,,,
1458281,,,,,,,,1,30/08/2022,Vente,"237440,00",49.0,,RUE,4040,GINER DE LOS RIOS,33800.0,BORDEAUX,33,63,,DB,166,,4,"36,67",,,,,,,,,1,2.0,Appartement,,40.0,3.0,,,
1458282,,,,,,,,1,03/08/2022,Vente,"694078,00",35.0,,RUE,7600,DU PROFESSEUR DAGUIN,33800.0,BORDEAUX,33,63,,CA,212,,,,,,,,,,,,0,1.0,Maison,,80.0,4.0,S,,419.0
1458285,,,,,,,,1,31/08/2022,Vente,"340000,00",37.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,35,,12,,28,,29,,,,,,3,2.0,Appartement,,76.0,2.0,,,
1458287,,,,,,,,1,24/08/2022,Vente,"41000,00",30.0,,RUE,4040,GINER DE LOS RIOS,33800.0,BORDEAUX,33,63,,DB,137,,1,,,,,,,,,,1,2.0,Appartement,,8.0,1.0,,,
1458293,,,,,,,,1,22/08/2022,Vente,"78000,00",49.0,,RUE,2770,DONISSAN,33000.0,BORDEAUX,33,63,,DU,247,,128,,46,,,,,,,,2,2.0,Appartement,,18.0,1.0,,,
1458301,,,,,,,,1,26/08/2022,Vente,"300010,00",38.0,,RUE,1610,CARPENTEYRE,33800.0,BORDEAUX,33,63,,DN,199,,2,,,,,,,,,,1,2.0,Appartement,,64.0,3.0,,,
1458324,,,,,,,,1,27/07/2022,Vente,"115000,00",34.0,,PAS,4405,HERMITTE,33000.0,BORDEAUX,33,63,,IY,87,,21,,,,,,,,,,1,2.0,Appartement,,18.0,1.0,,,
1458330,,,,,,,,1,16/08/2022,Vente,"444800,00",1.0,,RUE,1060,BORDA,33000.0,BORDEAUX,33,63,,EB,17,,124,,47,,,,,,,,2,2.0,Appartement,,98.0,4.0,,,
1458339,,,,,,,,1,25/08/2022,Vente,"467500,00",223.0,,RUE,7175,DE PESSAC,33000.0,BORDEAUX,33,63,,EV,121,,1,,2,,3,,4.0,,,,4,1.0,Maison,,108.0,5.0,,,
1458354,,,,,,,,1,05/08/2022,Vente,"346500,00",3.0,,IMP,1290,BRULATOUR,33800.0,BORDEAUX,33,63,,BY,208,,,,,,,,,,,,0,1.0,Maison,,65.0,4.0,S,,206.0
1458358,,,,,,,,1,29/08/2022,Vente,"1073850,00",20.0,,RUE,6820,D ORMILLY,33200.0,BORDEAUX,33,63,,MX,176,,,,,,,,,,,,0,1.0,Maison,,160.0,6.0,S,,215.0
1458380,,,,,,,,1,26/08/2022,Vente,"397500,00",9.0,,RUE,4865,JULES PERRENS,33800.0,BORDEAUX,33,63,,CP,28,,,,,,,,,,,,0,1.0,Maison,,70.0,2.0,S,,124.0
1458381,,,,,,,,1,19/08/2022,Vente,"280000,00",5.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,158,,17,,,,,,,,,,1,2.0,Appartement,,44.0,3.0,,,
1458388,,,,,,,,1,11/08/2022,Vente,"125000,00",29.0,,RUE,5695,LOUIS MIE,33000.0,BORDEAUX,33,63,,HA,90,,2,,,,,,,,,,1,2.0,Appartement,,20.0,1.0,,,
1458399,,,,,,,,1,25/08/2022,Vente,"420000,00",5.0,,RUE,1580,DE CARDOZE,33200.0,BORDEAUX,33,63,,MI,26,,,,,,,,,,,,0,1.0,Maison,,102.0,5.0,S,,110.0
1458402,,,,,,,,1,31/08/2022,Vente,"157000,00",388.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VO,102,,2302,,,,,,,,,,1,2.0,Appartement,,44.0,2.0,,,
1458414,,,,,,,,1,24/08/2022,Vente,"253200,00",14.0,,PL,6870,DU PALAIS,33000.0,BORDEAUX,33,63,,KL,12,,6,,,,,,,,,,1,2.0,Appartement,,45.0,2.0,,,
1458415,,,,,,,,1,03/08/2022,Vente,"330000,00",294.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VI,36,,44,,,,,,,,,,1,2.0,Appartement,,92.0,4.0,,,
1458419,,,,,,,,1,18/08/2022,Vente,"226200,00",32.0,,RUE,5115,DE LALANDE,33000.0,BORDEAUX,33,63,,DS,152,,5,,,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,
1458428,,,,,,,,1,26/08/2022,Vente,"429450,00",28.0,,RUE,7860,DES REMPARTS,33000.0,BORDEAUX,33,63,,KH,92,,6,,,,,,,,,,1,2.0,Appartement,,79.0,4.0,,,
1458434,,,,,,,,1,23/08/2022,Vente,"213484,00",31.0,,RUE,8970,TOMBE L OLY,33000.0,BORDEAUX,33,63,,DT,125,,11,,3,,,,,,,,2,2.0,Appartement,,33.0,2.0,,,
1458442,,,,,,,,1,13/07/2022,Vente,"1020000,00",36.0,,RUE,4960,LACHASSAIGNE,33000.0,BORDEAUX,33,63,,LA,63,,,,,,,,,,,,0,1.0,Maison,,230.0,7.0,S,,265.0
1458444,,,,,,,,1,25/08/2022,Vente,"192000,00",240.0,,CRS,6065,DE LA MARNE,33800.0,BORDEAUX,33,63,,DK,64,,4,"45,88",,,,,,,,,1,2.0,Appartement,,53.0,2.0,,,
1458449,,,,,,,,1,29/08/2022,Vente,"317000,00",5.0,,RUE,2430,DABADIE,33000.0,BORDEAUX,33,63,,DP,91,,4,,,,,,,,,,1,2.0,Appartement,,83.0,3.0,,,
1458460,,,,,,,,1,25/08/2022,Vente,"183569,00",208.0,,RUE,3040,DE L ECOLE NORMALE CAUD,33200.0,BORDEAUX,33,63,,NT,14,,160,,,,,,,,,,1,2.0,Appartement,,50.0,2.0,,,
1458461,,,,,,,,1,08/08/2022,Vente,"275000,00",14.0,,RUE,1860,CHANTECRIT,33300.0,BORDEAUX,33,63,,RS,130,,110,,,,,,,,,,1,2.0,Appartement,,77.0,3.0,,,
1458469,,,,,,,,1,26/08/2022,Vente,"170000,00",35.0,,RUE,2770,DONISSAN,33000.0,BORDEAUX,33,63,,DU,345,,4,,,,,,,,,,1,2.0,Appartement,,19.0,1.0,,,
1458470,,,,,,,,1,16/08/2022,Vente,"1130000,00",61.0,,RUE,3575,FONFREDE,33800.0,BORDEAUX,33,63,,CT,260,,,,,,,,,,,,0,2.0,Appartement,,48.0,2.0,S,,117.0
1458471,,,,,,,,1,16/08/2022,Vente,"1130000,00",61.0,,RUE,3575,FONFREDE,33800.0,BORDEAUX,33,63,,CT,260,,,,,,,,,,,,0,2.0,Appartement,,30.0,3.0,S,,117.0
1458472,,,,,,,,1,16/08/2022,Vente,"1130000,00",61.0,,RUE,3575,FONFREDE,33800.0,BORDEAUX,33,63,,CT,260,,,,,,,,,,,,0,2.0,Appartement,,20.0,1.0,S,,117.0
1458473,,,,,,,,1,16/08/2022,Vente,"1130000,00",61.0,,RUE,3575,FONFREDE,33800.0,BORDEAUX,33,63,,CT,260,,,,,,,,,,,,0,2.0,Appartement,,34.0,3.0,S,,117.0
1458474,,,,,,,,1,16/08/2022,Vente,"1130000,00",61.0,,RUE,3575,FONFREDE,33800.0,BORDEAUX,33,63,,CT,260,,,,,,,,,,,,0,2.0,Appartement,,18.0,1.0,S,,117.0
1458475,,,,,,,,1,16/08/2022,Vente,"1130000,00",61.0,,RUE,3575,FONFREDE,33800.0,BORDEAUX,33,63,,CT,260,,,,,,,,,,,,0,2.0,Appartement,,22.0,1.0,S,,117.0
1458477,,,,,,,,1,16/08/2022,Vente,"1130000,00",84.0,,RUE,5320,LECOCQ,33000.0,BORDEAUX,33,63,,HM,57,,6,,,,,,,,,,1,2.0,Appartement,,23.0,1.0,,,
1458478,,,,,,,,1,16/08/2022,Vente,"1130000,00",84.0,,RUE,5320,LECOCQ,33000.0,BORDEAUX,33,63,,HM,57,,2,,,,,,,,,,1,2.0,Appartement,,22.0,1.0,,,
1458479,,,,,,,,1,16/08/2022,Vente,"1130000,00",84.0,,RUE,5320,LECOCQ,33000.0,BORDEAUX,33,63,,HM,57,,3,,,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,
1458480,,,,,,,,1,16/08/2022,Vente,"1130000,00",84.0,,RUE,5320,LECOCQ,33000.0,BORDEAUX,33,63,,HM,57,,4,,,,,,,,,,1,2.0,Appartement,,29.0,1.0,,,
1458481,,,,,,,,1,16/08/2022,Vente,"1130000,00",84.0,,RUE,5320,LECOCQ,33000.0,BORDEAUX,33,63,,HM,57,,5,,,,,,,,,,1,2.0,Appartement,,22.0,1.0,,,
1458482,,,,,,,,1,16/08/2022,Vente,"1130000,00",84.0,,RUE,5320,LECOCQ,33000.0,BORDEAUX,33,63,,HM,57,,1,,,,,,,,,,1,2.0,Appartement,,22.0,1.0,,,
1458484,,,,,,,,1,19/08/2022,Vente,"245500,00",17.0,,RUE,6345,DE METZ,33000.0,BORDEAUX,33,63,,MH,149,,325,,,,,,,,,,1,2.0,Appartement,,55.0,3.0,,,
1458487,,,,,,,,1,24/08/2022,Vente,"335033,00",96.0,,RUE,5725,LUCIEN FAURE,33300.0,BORDEAUX,33,63,,RX,19,,6008,,,,,,,,,,1,2.0,Appartement,,79.0,4.0,,,
1458492,,,,,,,,1,04/08/2022,Vente,"387150,00",82.0,,RUE,6445,MONDENARD,33000.0,BORDEAUX,33,63,,LR,196,,16,,27,"75,54",,,,,,,2,2.0,Appartement,,70.0,5.0,,,
